---- PEOPLE ----
('Qsgobnfeuu', 'Qwkn', 'MH', 'Port St. Lucie'),
(853, 818, 16, 7),
(715, 56, 13, 8),
(306, 608, 4, 4),
(817, 679, 8, 3),
(485, 670, 16, 8),
(62, 944, 6, 4),
(91, 110, 6, 5),
(410, 892, 17, 8),
(538, 985, 15, 7),
(49, 377, 10, 1),
(681, 837, 10, 1),
(9, 940, 4, 4),
(99, 220, 10, 1),
(966, 388, 9, 8),
(777, 4, 17, 10),
(891, 533, 11, 9),
(170, 357, 10, 1),
(581, 291, 4, 3),
(314, 164, 6, 5),
(899, 346, 11, 4),
(278, 146, 12, 8),
(64, 137, 7, 5),
(119, 377, 13, 9),
(599, 452, 12, 10),
(406, 577, 6, 6),
(763, 565, 2, 2),
(105, 939, 3, 2),
(974, 15, 14, 6),
(207, 772, 16, 10),
(161, 261, 14, 10),
(367, 835, 3, 2),
(16, 3, 11, 10),
(982, 38, 4, 3),
(126, 591, 6, 2),
(990, 870, 8, 7),
(600, 242, 7, 7),
(394, 341, 18, 10),
(382, 117, 8, 2),
(734, 805, 9, 4),
(666, 500, 16, 9),
(52, 51, 18, 9),
(531, 820, 7, 6),
(222, 119, 2, 1),
(117, 886, 12, 3),
(117, 341, 13, 8),
(57, 518, 7, 3),
(610, 711, 5, 4),
(117, 509, 2, 2),
(638, 863, 12, 5),
(915, 248, 8, 8),
(254, 630, 4, 4),
(815, 409, 8, 8),
(97, 17, 9, 6),
(811, 424, 7, 2),
(497, 620, 2, 2),
(32, 269, 8, 5),
(228, 386, 11, 5),
(238, 639, 9, 4),
(931, 133, 10, 4),
(349, 66, 14, 5),
(38, 634, 12, 9),
(952, 555, 11, 5),
(631, 833, 17, 8),
(60, 752, 5, 5),
(489, 959, 15, 9),
(281, 958, 10, 3),
(260, 98, 7, 6),
(314, 73, 9, 1),
(731, 320, 16, 9),
(879, 24, 3, 1),
(392, 554, 11, 4),
(438, 453, 8, 8),
(126, 904, 9, 5),
(397, 895, 15, 7),
(261, 643, 15, 6),
(717, 441, 15, 7),
(300, 941, 13, 8),
(968, 175, 5, 5),
(535, 560, 4, 4),
(974, 92, 4, 2),
(411, 299, 11, 2),
(625, 301, 15, 7),
(964, 900, 17, 9),
(866, 862, 11, 8),
(74, 169, 14, 10),
(187, 307, 18, 9),
(861, 430, 7, 1),
(365, 926, 5, 2),
(771, 394, 9, 3),
(913, 87, 14, 5),
(528, 582, 9, 9),
(532, 412, 11, 2),
(679, 20, 2, 1),
(456, 998, 16, 9),
(488, 736, 13, 5),
(365, 579, 13, 10),
(589, 639, 19, 10),
(646, 381, 12, 5),
(234, 182, 14, 9),
(828, 317, 15, 8),
(136, 873, 10, 10),
(349, 569, 7, 4),
(783, 583, 7, 2),
(954, 827, 8, 8),
(821, 453, 7, 5),
(77, 765, 7, 2),
(78, 170, 12, 5),
(298, 581, 8, 2),
(612, 775, 13, 10),
(174, 875, 13, 6),
(519, 919, 10, 4),
(834, 721, 5, 5),
(537, 655, 4, 3),
(653, 278, 9, 8),
(173, 237, 13, 5),
(194, 526, 9, 3),
(849, 30, 8, 7),
(991, 366, 11, 10),
(188, 667, 7, 7),
(729, 121, 9, 2),
(240, 560, 10, 2),
(809, 737, 10, 2),
(608, 463, 10, 4),
(303, 161, 10, 10),
(49, 362, 14, 10),
(554, 760, 15, 8),
(547, 415, 9, 6),
(870, 406, 2, 2),
(698, 371, 9, 1),
(695, 823, 5, 3),
(504, 421, 17, 8),
(644, 510, 15, 9),
(654, 651, 10, 4),
(776, 497, 13, 7),
(56, 350, 7, 7),
(127, 864, 8, 8),
(705, 540, 4, 2),
(398, 456, 6, 6),
(189, 949, 12, 8),
(207, 523, 7, 1),
(597, 706, 15, 8),
(645, 693, 12, 7),
(689, 760, 11, 4),
(414, 509, 9, 1),
(807, 199, 8, 6),
(212, 482, 10, 5),
(592, 419, 11, 4),
(502, 381, 6, 1),
(144, 869, 9, 5),
(133, 458, 2, 1),
(388, 495, 10, 4),
(594, 797, 3, 1),
(253, 851, 14, 10),
(230, 604, 8, 3),
(50, 86, 10, 3),
(428, 728, 7, 1),
(535, 251, 9, 5),
(293, 839, 9, 2),
(499, 275, 4, 4),
(373, 21, 3, 2),
(147, 657, 18, 10),
(709, 446, 17, 9),
(977, 961, 11, 8),
(199, 648, 18, 10),
(676, 860, 17, 10),
(309, 476, 5, 5),
(153, 153, 10, 10),
(971, 9, 8, 2),
(665, 206, 6, 4),
(671, 933, 19, 10),
(170, 207, 5, 5),
(591, 998, 13, 7),
(307, 558, 15, 8),
(31, 984, 10, 8),
(264, 576, 9, 4),
(652, 899, 14, 5),
(696, 390, 11, 7),
(540, 935, 16, 7),
(456, 762, 7, 1),
(153, 890, 3, 1),
(273, 26, 3, 1),
(73, 872, 6, 2),
(138, 847, 1, 1),
(884, 853, 13, 9),
(806, 893, 3, 1),
(245, 885, 4, 3),
(211, 156, 17, 9),
(883, 606, 9, 4),
(711, 69, 3, 1),
(495, 551, 12, 6),
(34, 913, 8, 8),
(398, 261, 3, 1),
(261, 207, 5, 4),
(147, 602, 2, 1),
(519, 148, 10, 8),
(739, 72, 8, 8),
(91, 758, 17, 8),
(159, 177, 14, 10),
(753, 718, 8, 3),
(871, 416, 16, 10),
(471, 210, 10, 10),
(987, 783, 16, 7),
(77, 540, 12, 10),
(712, 914, 9, 6),
(287, 990, 7, 4),
(849, 959, 4, 3),
(862, 902, 2, 1),
(776, 371, 16, 8),
(304, 994, 10, 5),
(649, 348, 17, 9),
(308, 254, 9, 6),
(824, 908, 16, 8),
(134, 6, 9, 2),
(100, 647, 14, 9),
(678, 880, 11, 9),
(541, 508, 12, 3),
(694, 274, 12, 6),
(63, 567, 7, 6),
(310, 336, 12, 6),
(611, 267, 8, 6),
(522, 63, 18, 10),
(130, 843, 11, 7),
(619, 846, 5, 4),
(631, 966, 8, 1),
(972, 860, 7, 5),
(379, 479, 9, 8),
(693, 596, 13, 4),
(124, 991, 10, 10),
(652, 994, 9, 2),
(516, 326, 13, 8),
(231, 740, 4, 4),
(817, 622, 4, 3),
(939, 749, 4, 1),
(39, 336, 12, 4),
(622, 2, 8, 4),
(342, 321, 9, 4),
(488, 705, 2, 2),
(999, 431, 3, 2),
(589, 530, 12, 4),
(396, 175, 8, 1),
(583, 730, 9, 7),
(777, 638, 9, 3),
(194, 832, 15, 9),
(408, 474, 11, 9),
(102, 636, 4, 1),
(215, 178, 7, 3),
(488, 820, 10, 3),
(885, 343, 15, 6),
(553, 45, 13, 5),
(634, 667, 5, 1),
(316, 376, 9, 2),
(670, 33, 6, 1),
(910, 566, 11, 3),
(893, 738, 13, 9),
(224, 783, 2, 1),
(887, 442, 12, 9),
(939, 985, 11, 3),
(60, 989, 10, 8),
(997, 430, 7, 1),
(882, 722, 13, 9),
(847, 363, 8, 2),
(79, 442, 10, 1),
(31, 853, 7, 6),
(225, 743, 8, 5),
(587, 536, 18, 9),
(877, 926, 13, 10),
(993, 89, 13, 8),
(794, 926, 12, 4),
(448, 670, 4, 4),
(499, 638, 10, 4),
(597, 834, 1, 1),
(424, 803, 6, 2),
(864, 849, 14, 10),
(380, 943, 12, 10),
(227, 146, 12, 10),
(972, 798, 11, 4),
(793, 625, 10, 10),
(685, 539, 13, 6),
(216, 696, 11, 7),
(181, 288, 14, 10),
(301, 677, 15, 7),
(2, 894, 3, 1),
(856, 477, 2, 1),
(475, 970, 11, 5),
(122, 560, 1, 1),
(404, 91, 4, 4),
(242, 798, 11, 8),
(352, 819, 18, 9),
(783, 356, 13, 6),
(846, 397, 11, 5),
(735, 399, 12, 3),
(194, 834, 9, 2),
(716, 12, 19, 10),
(16, 898, 12, 5),
(643, 768, 10, 4),
(808, 664, 8, 1),
(20, 880, 13, 9),
(500, 321, 10, 1),
(54, 136, 16, 10),
(234, 448, 15, 8),
(743, 566, 7, 3),
(82, 319, 10, 7),
(463, 445, 19, 10),
(942, 854, 10, 3),
(468, 647, 4, 1),
(894, 41, 10, 7),
(110, 471, 13, 10),
(869, 928, 8, 3),
(818, 510, 6, 6),
(871, 48, 11, 8),
(332, 777, 4, 4),
(707, 282, 12, 7),
(391, 152, 14, 5),
(130, 316, 9, 9),
(438, 15, 5, 5),
(797, 996, 5, 3),
(821, 552, 5, 2),
(735, 639, 12, 9),
(120, 947, 11, 7),
(469, 861, 8, 2),
(471, 13, 14, 10),
(252, 704, 10, 10),
(482, 1000, 9, 6),
(330, 683, 6, 1),
(353, 58, 10, 5)
